id,title,description,product_id,slug,api,ilsac,acea,jaso,oem_sertification,recommendations,pds_url,sds_url,created_at,oil_type_id,product_group_id,viscosity_id,image,application,features_benefits
178,Aminol™ Mould Oil 32,"Aminol™ Mould Oil 32 is a release agent containing specialized mineral oil raffinates with rust inhibiting and separating properties. It forms a chemical-physical separating film that prevents adhesion between setting material and the mould, making it suitable for the production of concrete slabs and pre-stressed concrete.",AL/MR-0003,aminoltm-mould-oil-32,Not available,Not available,Not available,Not available,ISO 3448 VG 32,Not available,,,2025-05-24 08:25:01.048+00,,18,,"","Aminol™ Mould Oil 32 is suitable for steel and coated wooden shuttering used in concrete construction and the concrete industry, particularly with heated molds.","Ensures smooth concrete surface quality
Avoids surface impairment from adhesive or coating adhesion
Prevents staining, discoloration, and dust formation
Leaves no residue on the mould, allowing easy cleaning
Offers mold protection for extended use
Provides corrosion protection for the mould"
179,Aminol™ Mould Oil 100,"Aminol™ Mould Oil 100 is a release agent containing specialized mineral oil raffinates with rust inhibiting and separating properties. It forms a chemical-physical separating film that prevents adhesion between setting material and the mould, making it suitable for the production of concrete slabs and pre-stressed concrete.",AL/MR-0004,aminoltm-mould-oil-100,Not available,Not available,Not available,Not available,ISO 3448 VG 100,Not available,,,2025-05-24 08:25:01.056+00,,18,,"","Aminol™ Mould Oil 100 is suitable for steel and coated wooden shuttering used in concrete construction and the concrete industry, particularly with heated molds.","Ensures smooth concrete surface quality
Avoids surface impairment from adhesive or coating adhesion
Prevents staining, discoloration, and dust formation
Leaves no residue on the mould, allowing easy cleaning
Offers mold protection for extended use
Provides corrosion protection for the mould"
180,Aminol™ Mould Oil 150,"Aminol™ Mould Oil 150 is a release agent containing specialized mineral oil raffinates with rust inhibiting and separating properties. It forms a chemical-physical separating film that prevents adhesion between setting material and the mould, making it suitable for the production of concrete slabs and pre-stressed concrete.",AL/MR-0005,aminoltm-mould-oil-150,Not available,Not available,Not available,Not available,ISO 3448 VG 150,Not available,,,2025-05-24 08:25:01.068+00,,18,,"","Aminol™ Mould Oil 150 is suitable for steel and coated wooden shuttering used in concrete construction and the concrete industry, particularly with heated molds.","Ensures smooth concrete surface quality
Avoids surface impairment from adhesive or coating adhesion
Prevents staining, discoloration, and dust formation
Leaves no residue on the mould, allowing easy cleaning
Offers mold protection for extended use
Provides corrosion protection for the mould"
183,Aminol™ Antifreeze G11 Concentrate,"Aminol™ Antifreeze G11 Concentrate is an engine coolant concentrate (antifreeze) based on monoethylene glycol, containing no nitrites, amines, or phosphates (NAP-free). It effectively protects the cooling system, preventing overheating, freezing, corrosion, and deposit formation, while remaining safe for rubber and seals.",AL/AF-0003,aminoltm-antifreeze-g11-concentrate,Not available,Not available,Not available,Not available,"AFNOR NF R15-601 (France), AS 2108 (Australia), ASTM D3306 (USA), BS 6580 (UK), CUNA NC 956-16 (Italy), ONORM V 5123 (Austria), FVV, Heft R443 (Germany), SAE J 1034, UNE 26-361 (Spain), MAN - 324 NF, MB 325.0, MTU - MTL 5048, VW - TL 774-C, ASTM D4985 (USA), POLISH STANDARD  PN-C-40007, BMW 83 19 2 211 195, JIS K 2234",Not available,,,2025-05-24 08:25:01.1+00,,22,,"","Outstanding corrosion protection
Excellentheat conductivity properties
Exceptional protection against overheating
Prevention of freezing in the cooling system
Mitigation of operational malfunctions
Remarkable antifoaming characteristics
Compatibility with rubber and plastics","Aminol™ Antifreeze G11 Concentrate is recommended for use both in passenger cars and commercial vehicles. It is compatible with all cooling system components, including aluminum radiators."
184,Aminol™ Antifreeze G12+ Concentarte,"Aminol™ Antifreeze G12+ Concentarte is a high-quality concentrate coolant (antifreeze) based on monoethylene glycol and organic additive technology. It contains no nitrites, amines, phosphates, borates, silicates and  2-ethylhexanoic acid, providing reliable protection for engine metal parts made of cast iron, aluminum, copper, and steel.",AL/AF-0004,aminoltm-antifreeze-g12-concentarte,Not available,Not available,Not available,Not available,"AFNOR NF R15-601 (France), AS 2108 (Australia), ASTM D3306 (USA), ASTM D4656 (USA), ASTM D4985 (USA), BS 6580: 2010 (UK), CUNA NC 956-16, FVV Heft R443, SAE J 1034, NATO S-759, UNE 26361-88, Cummins CES 14603, DAF 74002, Ford WSS-M97B44-D, General Motors GM 6277M, MAN 324 SNF, MB 325.3, Renault 41-01-001, SEAT TL 774 D & F, Skoda TL 774 D & F, Volkswagen VAG TL 774 D & F, Volvo VCS",Not available,,,2025-05-24 08:25:01.109+00,,22,,"","Prevents deposits reliably
Provides reliable protection for metals and alloys (brass, copper, alloy-treated steel, cast iron, aluminum) from all forms of corrosion
Offers unsurpassed protection against cavitation
Minimizes foam formation
Enhances heat transfer
Extends service life in cooling systems","Aminol™ Antifreeze G12+ Concentarte is suitable for all types of radiators made of cast iron, aluminum, copper alloys, or their combinations. It is especially recommended for modern engines, where high-temperature protection of aluminum is particularly important."
189,Aminol™ Special Generation SLG5 0W-8 GLV-1,"Aminol™ Special Generation SLG5 0W-8 GLV-1 is a premium-class, low-friction motor oil specially developed for Hybrid Electric Vehicles (HEV) and Plug-in Hybrid Electric Vehicles (PHEV) equipped with newer gasoline engines, whether turbocharged or naturally aspirated, and employing direct or indirect injection. It offers  exceptional wear protection, reduces oil and fuel consumption, sustains engine cleanliness, and ensures rapid oil dispersion throughout the system.",AL/EO-0005,aminoltm-special-generation-slg5-0w-8-glv-1,Not available,Not available,Not available,GLV-1,"Mazda, Toyota",Not available,,,2025-05-24 08:25:01.16+00,,1,5,"","Aminol™ Special Generation SLG5 0W-8 GLV-1 is suitable for hybrid engine technologies, including Hybrid Electric Vehicles (H.E.V.), Plug-in Hybrid Electric Vehicles (P.H.E.V.), and Battery Electric Vehicles (B.E.V.) equipped with thermal gasoline engines used as a Range Extender, where 0W-8 viscosity is recommended.","Exceptional engine cleanliness
Excellent wear resistance
High shear stability
Reliable lubrication
Smooth engine operation
Optimal stability over time
Instant lubrication after a cold start"
191,Aminol™ Special Generation SLG7 10W-30 SP/GF-6A,"Aminol™ Special Generation SLG7 10W-30 SP/GF-6A is a premium quality multi-grade engine oil engineered for exceptional engine protection and outstanding fuel economy, even during extreme driving conditions. It surpasses conventional engine oils by reducing friction and wear during start-up, while also safeguarding the engine against performance-hindering sludge and varnish deposits",AL/EO-0007,aminoltm-special-generation-slg7-10w-30-spgf-6a,SP,GF-6A,Not available,Not available,"GM 6094M
Chrysler MS-6395
Ford WSS-M2C205-A",Not available,,,2025-05-24 08:25:01.174+00,,1,7,"","Aminol™ Special Generation SLG7 10W-30 SP/GF-6A is suitable for all types of modern gasoline-powered vehicles, including high-performance turbocharged, supercharged, multi-valve fuel-injected engines found in passenger cars, SUVs, light vans, and light trucks where the manufacturer recommends an API SP, ILSAC GF-6, or earlier specification 10W-30 lubricant.","Outstanding thermal and oxidation stability
Exceptional low temperature capabilities
Quick cold weather starting
Exceptional wear protection
Remarkable resistance to oxidation and foaming
Excellent dispersive and detergent properties
Superior fuel economy and CO2 reduction"
195,Aminol™ MaxPro 5W-40 SP,"Aminol™ MaxPro 5W-40 SP is a universal, high-performance fuel-saving engine oil engineered for the latest gasoline and diesel engine technologies, providing excellent all-round performance. Formulated with carefully selected base stocks and unique additive technology, it delivers exceptional wear protection and engine cleanliness",AL/EO-0011,aminoltm-maxpro-5w-40-sp,SP,Not available,A3/B4,Not available,Not available,"MB 229.3/229.5
VW 502.00/505.00
Renault RN 0700/0710
PSA B71 2296",,,2025-05-24 08:25:01.202+00,,1,15,"","Aminol™ MaxPro 5W-40 SP is suitable for use in automotive petrol and diesel vehicles where the manufacturer recommends an ACEA A3/B4, API SP or earlier specification 5W-40 lubricant.","Excellent fluidity at low temperature.
Lower fuel consumption and CO2 emissions.
Outstanding engine cleanliness and durability.
Long drain interval
Reduced power-robbing friction across engine speeds and conditions"
197,Aminol™ MaxPro 0W-40 SP,"Aminol™ MaxPro 0W-40 SP is a universal, high-performance fuel-saving engine oil engineered for the latest gasoline and diesel engine technologies, providing excellent all-round performance. Formulated with carefully selected base stocks and unique additive technology, it delivers exceptional wear protection and engine cleanliness",AL/EO-0013,aminoltm-maxpro-0w-40-sp,SP,Not available,A3/B4,Not available,Not available,"BMW Longlife-01
MB 229.3 / 229.5
VW 502.00 / 505.00",,,2025-05-24 08:25:01.215+00,,1,4,"","Aminol™ MaxPro 0W-40 SP is suitable for use in automotive petrol and diesel vehicles where the manufacturer recommends an ACEA A3/B4, API SP or earlier specification 0W-40 lubricant.","Excellent fluidity at low temperature.
Lower fuel consumption and CO2 emissions.
Outstanding engine cleanliness and durability.
Long drain interval
Reduced power-robbing friction across engine speeds and conditions"
199,Aminol™ Ultra Plus 5W-40 SN/C3,Aminol™ Ultra Plus 5W-40 SN/C3 is a high-grade motor oil formulated for ultimate performance and protection under all operating conditions. It has been designed to fulfill the latest standards of leading engine manufacturers.,AL/EO-0015,aminoltm-ultra-plus-5w-40-snc3,SN,Not available,C3,Not available,MB 229.31/229.51,"Fiat 9.55535-GH2
Fiat 9.55535-S2
Ford WSS-M2C917-A
GM dexos2
Renault RN 0700/0710",,,2025-05-24 08:25:01.227+00,,1,15,"","Aminol™ Ultra Plus 5W-40 SN/C3 is suitable for use in automotive gasoline and diesel vehicles where the manufacturer recommends: ACEA C3, API SN.","Avoids fuel overconsumption
Reduces the formation of combustion ashes
Provides exceptionally high temperature stability
Ensures excellent dispersion and detergency properties
Makes cold starting easier
Delivers outstanding protection against corrosion, wear and foam"
204,Aminol™ Ultra Dynamic 5W-30  SP/C3,"Aminol™ Ultra Dynamic 5W-30  SP/C3 is a full synthetic engine oil designed to deliver multi-effect protection for engines operating under complex road conditions, offering instant protection amidst fluctuating all-day operational scenarios. It excels in safeguarding against sludge, engine rust, and corrosion, while ensuring optimal viscosity and fluidity across a wide temperature range.",AL/EO-0020,aminoltm-ultra-dynamic-5w-30-spc3,SP,Not available,C3,Not available,"BMW Longlife-04
MB 229.31/229.51/229.52
Opel OV 040 1547 - G30/D30
Porsche C30
VW 504.00/507.00","GM dexos 2
Renault RN  0700 / 0710
PSA B71 2290
PSA B71 2297
Ford WSS-M2C917-A
Fiat 9.55535-S3",,,2025-05-24 08:25:01.271+00,,1,14,"","Aminol™ Ultra Dynamic 5W-30  SP/C3 is suitable for use in automotive gasoline and diesel engines where the manufacturer recommends an ACEA C3, API SP, or earlier specification 5W-30 lubricant. It is fully compatible with vehicles fitted with Diesel Particulate Filters (DPF), Gasoline Particulate Filters (GPF), Three-Way Catalytic Converter (TWC), and other aftertreatment devices.","Exceptional engine cleanliness
Outstanding wear resistance
Extended engine service life
Seamless engine operation
Optimal stability against aging
Decreases pollutant emissions
Immediate lubrication after a cold start
Lowered fuel consumption"
208,Aminol™ OptiMax 5W-30 C4,"Aminol™ OptiMax 5W-30 C4 is a high-technology, multigrade engine oil specially formulated to meet the superior performance and fuel efficiency requirements of modern diesel and gasoline engines, both with and without turbochargers. It is compatible with engine units featuring sensitive diesel particulate filters (DPFs) and 3-way catalysts (TWC).",AL/EO-0024,aminoltm-optimax-5w-30-c4,Not available,Not available,C4,Not available,"MB 226.51/229.51
Renault RN0720
Fiat 9.55535-S4",Not available,,,2025-05-24 08:25:01.302+00,,1,14,"",Aminol™ OptiMax 5W-30 C4 is suitable for use in automotive gasoline and diesel engines where the manufacturer recommends an ACEA C4 5W-30 lubricant.,"Provides exceptional protection under various driving conditions and temperatures
Maximizes both short and long-term engine performance
Independently qualified to enhance engine efficiency
Minimizes engine deposits to optimize engine response"
